Id,age,number_dependent_family_members,monthly_income,number_of_credit_lines,real_estate_loans,ratio_debt_payment_to_income,credit_line_utilization,number_of_previous_late_payments_up_to_59_days,number_of_previous_late_payments_up_to_89_days,number_of_previous_late_payments_90_days_or_more,defaulted_on_loan
49538,35.0,0.0,2416.0,0.0,0.0,0.058336781,0.9999998999999999,0.0,0.0,0.0,0
49539,,0.0,3155.0,9.0,2.0,0.428707224,0.629945694,0.0,2.0,1.0,1
49540,68.0,2.0,9500.0,21.0,3.0,0.43732238700000003,"0,212968258",0.0,0.0,0.0,0
49541,63.0,0.0,2900.0,8.0,2.0,0.7194071009999999,"0,907205587",2.0,0.0,1.0,0
49542,66.0,0.0,5300.0,10.0,1.0,0.173740804,0.0,0.0,0.0,0.0,0
49543,53.0,1.0,6920.0,8.0,1.0,0.24606270800000002,"0,857899071",1.0,0.0,,0
49544,33.0,2.0,8900.0,8.0,2.0,0.177508145,0.108441206,0.0,0.0,0.0,0
49545,48.0,2.0,8746.0,3.0,2.0,0.254487253,0.363031848,0.0,0.0,0.0,0
49546,81.0,0.0,,11.0,0.0,0.033828806,0.07321071400000001,1.0,0.0,0.0,0
49547,57.0,0.0,3689.0,2.0,0.0,0.023577236,"0,12019917599999999",0.0,0.0,0.0,0
49548,44.0,0.0,3000.0,4.0,0.0,0.055648117000000004,0.0,1.0,0.0,0.0,0
49549,37.0,0.0,4698.0,7.0,0.0,0.003617791,0.024935657000000003,0.0,0.0,0.0,0
49550,61.0,0.0,6151.0,6.0,1.0,0.529908973,0.088927301,0.0,0.0,0.0,0
49551,47.0,3.0,1.0,18.0,1.0,1843.5,0.122295439,0.0,0.0,0.0,0
49552,46.0,3.0,683.0,10.0,2.0,5.290935673,0.06120102400000001,0.0,,0.0,0
49553,63.0,0.0,2500.0,8.0,0.0,,"0,639319138",0.0,0.0,0.0,1
49554,,2.0,2400.0,11.0,1.0,0.8817159520000001,0.14507441199999999,1.0,0.0,0.0,0
49555,51.0,0.0,2340.0,10.0,1.0,0.18880820199999998,"0,25208167",0.0,0.0,0.0,0
49556,43.0,2.0,5783.0,,1.0,,0.277556517,0.0,0.0,,0
49557,68.0,0.0,55250.0,14.0,5.0,,0.154470979,0.0,0.0,0.0,0
49558,58.0,2.0,12000.0,,,0.119656695,0.037970227999999995,0.0,0.0,0.0,0
49559,47.0,1.0,14000.0,7.0,1.0,0.372830512,0.712925494,0.0,0.0,0.0,0
49560,56.0,3.0,4500.0,5.0,2.0,0.48255943100000004,1.0787684929999999,1.0,0.0,0.0,0
49561,65.0,0.0,8000.0,6.0,1.0,0.36657917799999995,0.5882110660000001,0.0,0.0,0.0,0
49562,57.0,0.0,,,1.0,0.374828465,0.290265422,0.0,0.0,0.0,0
49563,26.0,0.0,1537.0,5.0,0.0,0.33289987,0.558471701,0.0,0.0,0.0,0
49564,,,,12.0,1.0,1.4586803330000002,0.452643454,0.0,,0.0,0
49565,27.0,0.0,3500.0,7.0,0.0,0.025706941,0.16167664699999998,0.0,,0.0,0
49566,64.0,0.0,6110.0,12.0,1.0,0.26002291,0.433966099,0.0,0.0,0.0,0
49567,42.0,0.0,3333.0,7.0,1.0,0.397120576,0.44867198399999997,0.0,0.0,0.0,0
49568,88.0,0.0,6333.0,4.0,1.0,0.13356488800000002,0.041545707,0.0,0.0,,0
49569,68.0,0.0,7884.0,,2.0,0.575396322,0.027276262000000003,0.0,0.0,0.0,0
49570,44.0,0.0,4083.0,3.0,0.0,0.00367287,,0.0,,,0
49571,62.0,2.0,12450.0,13.0,6.0,0.712472894,0.095810448,0.0,0.0,0.0,0
49572,28.0,1.0,3098.0,5.0,0.0,,0.16994147199999998,0.0,0.0,0.0,0
49573,25.0,0.0,3300.0,5.0,0.0,0.0027264470000000003,0.30269730300000003,0.0,0.0,0.0,0
49574,50.0,1.0,11464.0,11.0,2.0,0.397557785,0.0,0.0,0.0,0.0,0
49575,,0.0,3333.0,8.0,1.0,0.590881824,0.410429967,0.0,0.0,0.0,0
49576,46.0,0.0,5660.0,11.0,2.0,0.354177707,0.07781220900000001,0.0,0.0,0.0,0
49577,47.0,1.0,5300.0,12.0,,0.700999811,0.009425612,0.0,0.0,0.0,0
49578,60.0,0.0,1610.0,7.0,1.0,,0.010839566,0.0,0.0,0.0,0
49579,41.0,2.0,8900.0,2.0,0.0,0.017076733,5091.0,0.0,0.0,,0
49580,44.0,2.0,900.0,14.0,1.0,,0.8971535979999999,4.0,0.0,1.0,0
49581,39.0,0.0,5600.0,4.0,1.0,0.508659168,0.168930862,0.0,0.0,0.0,0
49582,48.0,2.0,9043.0,3.0,1.0,0.17127377300000002,0.008726215,1.0,0.0,1.0,0
49583,35.0,1.0,4930.0,,1.0,0.36503751799999995,0.97960204,1.0,1.0,0.0,0
49584,57.0,0.0,5000.0,6.0,1.0,0.44091181799999996,0.009696382,0.0,0.0,0.0,0
49585,68.0,0.0,2961.0,10.0,1.0,0.44632005399999997,0.186615187,0.0,0.0,0.0,0
49586,63.0,1.0,2500.0,9.0,1.0,0.367852859,0.0047866029999999995,0.0,0.0,0.0,0
49587,36.0,0.0,6425.0,2.0,0.0,0.101151572,0.825436409,0.0,0.0,1.0,0
49588,77.0,1.0,6666.0,15.0,1.0,0.32008399600000004,0.0,0.0,0.0,0.0,0
49589,79.0,0.0,4500.0,11.0,0.0,0.027105088,"0,009140716",0.0,0.0,0.0,0
49590,43.0,3.0,0.0,3.0,1.0,733.0,0.04213540599999999,0.0,0.0,0.0,0
49591,63.0,1.0,7200.0,13.0,2.0,0.6871267879999999,0.9857507120000001,3.0,0.0,0.0,0
49592,43.0,2.0,4800.0,7.0,2.0,0.47719225200000004,0.0,0.0,0.0,0.0,0
49593,,3.0,,11.0,,1.0574712640000001,0.6453507510000001,0.0,1.0,0.0,0
49594,65.0,1.0,5783.0,8.0,1.0,0.10598201900000001,0.011394525,0.0,0.0,0.0,0
49595,,0.0,1920.0,,0.0,0.16918271699999998,,2.0,0.0,0.0,0
49596,35.0,,4435.0,7.0,0.0,0.36789900799999997,0.9999998999999999,0.0,0.0,0.0,0
49597,52.0,,6000.0,8.0,1.0,0.634560907,0.7147308290000001,1.0,0.0,0.0,0
49598,26.0,0.0,,2.0,0.0,0.055080722,0.5340364329999999,0.0,0.0,0.0,0
49599,46.0,,6750.0,,1.0,0.397274478,0.032623797,0.0,0.0,0.0,0
49600,46.0,1.0,7250.0,7.0,1.0,0.277203144,0.05262768,0.0,0.0,0.0,0
49601,63.0,0.0,,14.0,0.0,0.119355426,0.5798178,0.0,0.0,0.0,0
49602,55.0,0.0,4322.0,9.0,1.0,0.444598658,0.0,0.0,0.0,0.0,0
49603,35.0,0.0,9500.0,18.0,2.0,0.291864014,0.19572723600000003,0.0,0.0,0.0,0
49604,37.0,2.0,9458.0,8.0,1.0,0.16101067800000002,,0.0,0.0,0.0,0
49605,48.0,0.0,6000.0,13.0,1.0,0.515747375,,0.0,0.0,0.0,0
49606,,0.0,4500.0,23.0,1.0,0.392135081,"0,34429108399999997",0.0,0.0,0.0,0
49607,45.0,,8334.0,9.0,2.0,0.500779844,0.830033993,0.0,0.0,0.0,0
49608,64.0,0.0,9029.0,10.0,2.0,0.312403101,,0.0,0.0,0.0,0
49609,50.0,2.0,7600.0,12.0,,0.5950532820000001,0.115022742,0.0,0.0,0.0,0
49610,83.0,0.0,,11.0,0.0,0.001759718,"0,005466393000000001",0.0,0.0,0.0,0
49611,58.0,4.0,3100.0,0.0,,0.0,0.9999998999999999,0.0,0.0,1.0,1
49612,49.0,1.0,8840.0,20.0,1.0,0.30256758300000003,0.077100726,0.0,0.0,0.0,0
49613,23.0,0.0,764.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49614,61.0,0.0,3827.0,15.0,2.0,0.893155695,0.21579846600000002,0.0,0.0,0.0,0
49615,44.0,0.0,3980.0,13.0,1.0,0.264255212,0.10257875400000001,0.0,0.0,0.0,0
49616,62.0,1.0,12400.0,5.0,2.0,0.292718329,0.083560824,0.0,0.0,0.0,0
49617,29.0,3.0,0.0,3.0,0.0,11.0,0.9999998999999999,0.0,0.0,0.0,1
49618,46.0,1.0,3200.0,,0.0,0.162449235,0.312569849,0.0,,0.0,0
49619,55.0,0.0,2035.0,7.0,1.0,1.080550098,0.054221347999999996,0.0,0.0,0.0,0
49620,45.0,3.0,0.0,2.0,,3.0,0.9999998999999999,0.0,0.0,0.0,0
49621,42.0,1.0,6938.0,7.0,1.0,0.304510736,"0,244612308",,0.0,0.0,0
49622,63.0,0.0,4166.0,14.0,0.0,0.073194144,0.225568233,0.0,0.0,0.0,0
49623,33.0,1.0,14166.0,4.0,1.0,0.07150419999999999,0.9999998999999999,0.0,0.0,0.0,0
49624,40.0,2.0,5500.0,12.0,2.0,0.467005999,0.39735337299999995,0.0,0.0,0.0,0
49625,45.0,0.0,4409.0,9.0,2.0,0.17414966,0.0,0.0,0.0,0.0,0
49626,26.0,1.0,3308.0,9.0,2.0,0.242973708,,0.0,,0.0,0
49627,57.0,0.0,8204.0,,1.0,0.209750152,0.05139110400000001,0.0,0.0,0.0,0
49628,29.0,0.0,2200.0,5.0,0.0,0.069968196,0.043191362000000004,0.0,,0.0,0
49629,92.0,1.0,9500.0,14.0,0.0,,0.0027491890000000004,0.0,0.0,0.0,0
49630,45.0,2.0,7482.0,,1.0,,0.495601047,0.0,0.0,0.0,0
49631,60.0,0.0,,7.0,1.0,,0.478696774,0.0,,0.0,0
49632,44.0,2.0,7208.0,12.0,0.0,,0.052471320999999994,0.0,0.0,,0
49633,31.0,0.0,3541.0,9.0,0.0,0.057029927,"0,24002685399999998",0.0,0.0,0.0,0
49634,59.0,3.0,7800.0,,2.0,0.47955390299999995,0.5307539000000001,1.0,0.0,0.0,0
49635,49.0,0.0,5416.0,6.0,,0.281705741,0.0,0.0,0.0,0.0,0
49636,63.0,0.0,4000.0,10.0,1.0,0.486378405,0.6511120539999999,2.0,1.0,0.0,0
49637,63.0,2.0,9583.0,14.0,2.0,0.42414440700000006,0.024614111,0.0,,0.0,0
49638,45.0,3.0,14491.0,13.0,,0.29022909199999997,0.522314625,0.0,0.0,0.0,0
49639,24.0,0.0,,2.0,0.0,0.23390081399999998,0.9999998999999999,0.0,0.0,,1
49640,53.0,0.0,8400.0,6.0,0.0,0.172479467,0.366508899,0.0,0.0,0.0,0
49641,27.0,0.0,3000.0,7.0,,0.135288237,0.149823104,0.0,0.0,0.0,0
49642,51.0,0.0,3909.0,12.0,,0.23375959100000002,0.037224037,0.0,0.0,0.0,0
49643,68.0,0.0,8000.0,11.0,1.0,0.014373203000000001,0.07089340599999999,0.0,0.0,0.0,0
49644,,0.0,9200.0,8.0,1.0,0.31453102899999996,0.8050749709999999,0.0,2.0,,0
49645,39.0,0.0,7083.0,5.0,1.0,0.287549407,0.724183877,0.0,,0.0,0
49646,73.0,0.0,,7.0,1.0,0.652789342,"0,044893555",0.0,0.0,0.0,0
49647,,2.0,4000.0,7.0,1.0,0.565608598,0.709431404,0.0,0.0,0.0,0
49648,63.0,0.0,7499.0,4.0,2.0,0.277066667,0.0,0.0,0.0,0.0,0
49649,37.0,0.0,3700.0,8.0,1.0,0.46960281,0.054039958,0.0,0.0,0.0,0
49650,57.0,0.0,7000.0,15.0,,0.640194258,0.473011378,0.0,0.0,0.0,0
49651,33.0,0.0,3188.0,5.0,1.0,0.474756977,0.094545282,0.0,0.0,0.0,0
49652,33.0,0.0,7377.0,5.0,1.0,0.333017078,0.048967675,0.0,0.0,0.0,0
49653,57.0,3.0,9900.0,13.0,,,0.162250654,3.0,0.0,0.0,0
49654,52.0,0.0,10316.0,10.0,3.0,1.125036348,0.865097252,0.0,0.0,0.0,0
49655,,0.0,8509.0,5.0,1.0,0.45875440700000003,0.109544523,0.0,0.0,0.0,0
49656,72.0,0.0,16700.0,6.0,2.0,0.19843123199999999,,1.0,0.0,0.0,0
49657,,5.0,4452.0,15.0,2.0,0.538064226,0.211451588,0.0,0.0,0.0,0
49658,70.0,0.0,5450.0,11.0,2.0,1.203265456,0.212684734,,0.0,0.0,0
49659,45.0,0.0,,5.0,0.0,0.450554995,0.52846744,0.0,0.0,0.0,0
49660,47.0,3.0,7000.0,11.0,2.0,0.296814741,0.014119718,0.0,0.0,0.0,0
49661,,1.0,3835.0,0.0,0.0,0.001042753,0.9999998999999999,0.0,0.0,0.0,0
49662,65.0,0.0,,5.0,0.0,0.009747563,0.02944379,0.0,0.0,0.0,0
49663,50.0,,10243.0,7.0,2.0,0.22686450600000002,0.460783701,0.0,0.0,0.0,0
49664,90.0,0.0,8237.0,6.0,0.0,,,0.0,0.0,0.0,0
49665,51.0,0.0,5000.0,10.0,3.0,1.152569486,0.368988799,0.0,0.0,0.0,0
49666,,0.0,50000.0,4.0,1.0,0.004299914,0.008937212,0.0,0.0,0.0,0
49667,43.0,3.0,6166.0,14.0,1.0,0.773633858,0.267936603,0.0,0.0,0.0,0
49668,29.0,1.0,,5.0,0.0,0.31481738600000003,0.22725790699999998,1.0,0.0,0.0,0
49669,,0.0,6000.0,4.0,0.0,0.007665389,0.047632133,0.0,0.0,0.0,0
49670,51.0,3.0,6250.0,26.0,7.0,1.82818749,0.033303593,0.0,0.0,0.0,1
49671,43.0,,12833.0,,2.0,0.34361851299999996,0.6261363520000001,0.0,0.0,0.0,0
49672,43.0,1.0,6000.0,10.0,2.0,0.28161973,0.9766694440000001,1.0,,0.0,0
49673,32.0,0.0,0.0,5.0,0.0,361.0,"0,101389861",0.0,0.0,0.0,0
49674,27.0,0.0,3740.0,,,0.035819300000000005,,0.0,0.0,0.0,0
49675,57.0,2.0,,8.0,1.0,1.022630835,1.029725869,1.0,0.0,0.0,1
49676,64.0,0.0,6250.0,,1.0,0.432890737,0.861108047,3.0,0.0,0.0,0
49677,61.0,0.0,,9.0,1.0,0.33779682200000005,0.9999998999999999,4.0,0.0,1.0,1
49678,37.0,0.0,7166.0,11.0,4.0,0.544021208,"0,331158036",0.0,0.0,0.0,0
49679,25.0,0.0,3234.0,3.0,0.0,0.034003091,0.129124411,0.0,0.0,0.0,0
49680,39.0,2.0,5416.0,12.0,2.0,1.1332841059999998,0.101133313,0.0,0.0,0.0,0
49681,88.0,0.0,4700.0,9.0,0.0,0.006168899999999999,0.001399944,0.0,0.0,0.0,0
49682,24.0,0.0,3200.0,3.0,0.0,0.140893471,0.9999998999999999,0.0,0.0,0.0,0
49683,64.0,0.0,7000.0,33.0,1.0,0.32038280199999997,0.096899659,0.0,0.0,0.0,0
49684,64.0,2.0,4500.0,7.0,2.0,0.33614752299999995,0.73452853,2.0,0.0,2.0,0
49685,55.0,0.0,12000.0,15.0,1.0,0.349137572,0.617015219,0.0,0.0,0.0,0
49686,78.0,0.0,4325.0,4.0,1.0,0.11812297699999999,0.01679832,0.0,0.0,0.0,0
49687,43.0,,,,2.0,0.589345172,,0.0,0.0,0.0,0
49688,35.0,0.0,3500.0,8.0,0.0,0.23907455,0.248675132,0.0,0.0,0.0,0
49689,47.0,3.0,6833.0,7.0,0.0,0.12262218300000001,"0,34426639299999995",0.0,0.0,0.0,0
49690,64.0,1.0,12000.0,10.0,2.0,0.21789850800000002,,0.0,0.0,0.0,0
49691,46.0,0.0,4016.0,3.0,,0.247448345,,,1.0,2.0,0
49692,,0.0,8660.0,5.0,0.0,0.011199631000000002,0.043854835,0.0,0.0,0.0,0
49693,46.0,0.0,16500.0,5.0,2.0,0.35119083700000003,0.0,0.0,0.0,0.0,0
49694,41.0,2.0,10000.0,14.0,5.0,0.722627737,0.321328233,0.0,0.0,0.0,0
49695,49.0,1.0,16666.0,13.0,2.0,0.37493250100000003,0.9999998999999999,1.0,,0.0,0
49696,38.0,0.0,6900.0,10.0,0.0,2.253006811,0.336987159,1.0,0.0,,0
49697,67.0,0.0,2976.0,7.0,1.0,0.496472959,"0,397896194",0.0,0.0,0.0,0
49698,72.0,0.0,1100.0,3.0,0.0,,0.024739048,0.0,0.0,0.0,0
49699,68.0,0.0,5500.0,,0.0,0.09216506099999999,0.530761087,0.0,0.0,0.0,0
49700,36.0,3.0,3200.0,6.0,1.0,0.48578569200000005,"0,017940649",0.0,0.0,0.0,0
49701,63.0,0.0,,13.0,1.0,0.574820369,0.08617228699999999,,0.0,0.0,0
49702,40.0,1.0,5800.0,7.0,1.0,0.271504913,0.506025999,0.0,0.0,0.0,0
49703,34.0,0.0,21350.0,,0.0,0.045899489,0.07007209,0.0,0.0,0.0,0
49704,56.0,1.0,7333.0,7.0,1.0,0.28251977100000003,,0.0,0.0,0.0,0
49705,40.0,0.0,7936.0,10.0,1.0,0.407836714,"0,149114307",0.0,0.0,0.0,0
49706,28.0,0.0,,5.0,0.0,0.132417239,"0,22659800100000002",1.0,0.0,0.0,0
49707,49.0,0.0,6100.0,14.0,2.0,0.510572037,0.028823555,2.0,0.0,0.0,1
49708,,0.0,4490.0,4.0,0.0,0.020708083000000002,0.073191767,0.0,0.0,0.0,0
49709,28.0,2.0,4660.0,2.0,0.0,0.075305728,1.189054726,0.0,,2.0,1
49710,58.0,1.0,11408.0,15.0,4.0,0.558769393,0.029999379,0.0,0.0,0.0,0
49711,41.0,2.0,1720.0,2.0,0.0,,"0,9999998999999999",0.0,2.0,1.0,1
49712,63.0,1.0,6800.0,6.0,1.0,0.143655345,0.0,0.0,0.0,0.0,0
49713,69.0,0.0,5100.0,8.0,1.0,,0.150445043,0.0,0.0,0.0,0
49714,61.0,0.0,14500.0,35.0,1.0,0.28087718100000003,0.185934393,0.0,,0.0,0
49715,55.0,0.0,3000.0,17.0,1.0,0.935688104,0.36031055700000003,0.0,,0.0,0
49716,49.0,3.0,1600.0,,2.0,1.102435978,0.76325604,1.0,0.0,0.0,1
49717,64.0,0.0,,11.0,3.0,0.8414771809999999,0.971567614,2.0,0.0,0.0,0
49718,64.0,1.0,6350.0,6.0,0.0,0.038891512999999996,,0.0,0.0,0.0,0
49719,47.0,0.0,3000.0,3.0,1.0,0.323892036,"0,031962858999999996",0.0,0.0,0.0,0
49720,57.0,0.0,14607.0,,2.0,0.39457831299999996,0.6774746220000001,0.0,0.0,0.0,0
49721,55.0,2.0,14582.0,7.0,1.0,0.341904958,0.067909796,0.0,0.0,0.0,0
49722,55.0,,2600.0,0.0,0.0,0.008073818,0.9999998999999999,98.0,98.0,98.0,1
49723,,0.0,6000.0,8.0,0.0,0.225462423,0.450244519,0.0,0.0,0.0,0
49724,54.0,1.0,3000.0,12.0,3.0,,0.36391605299999996,0.0,1.0,0.0,0
49725,41.0,3.0,18700.0,9.0,3.0,0.21629859399999998,,0.0,0.0,0.0,0
49726,,0.0,9009.0,11.0,2.0,0.154938957,0.098760339,0.0,0.0,0.0,0
49727,40.0,2.0,15433.0,10.0,3.0,0.381041856,0.0,0.0,0.0,0.0,0
49728,27.0,0.0,1669.0,2.0,0.0,0.107784431,0.9999998999999999,0.0,0.0,1.0,0
49729,23.0,0.0,1745.0,2.0,0.0,0.002863688,0.19680319699999999,0.0,0.0,0.0,0
49730,,0.0,7529.0,8.0,2.0,0.270783533,0.016089583,0.0,0.0,0.0,0
49731,63.0,0.0,7200.0,9.0,1.0,0.288709901,0.0,1.0,0.0,0.0,0
49732,65.0,1.0,2500.0,10.0,3.0,1.343062775,0.42041449,0.0,0.0,0.0,1
49733,33.0,1.0,7043.0,11.0,2.0,,0.654650704,0.0,0.0,0.0,0
49734,51.0,4.0,20000.0,,2.0,0.32838358100000004,0.582402335,0.0,0.0,0.0,0
49735,68.0,1.0,9000.0,9.0,2.0,1.0492167540000001,0.651718253,0.0,0.0,0.0,0
49736,42.0,0.0,1800.0,,0.0,0.092171016,0.49230154,0.0,0.0,0.0,0
49737,54.0,2.0,3859.0,7.0,1.0,0.661658031,0.406576316,2.0,0.0,1.0,1
49738,46.0,1.0,3590.0,12.0,2.0,0.283486494,0.412360506,0.0,0.0,0.0,0
49739,60.0,1.0,7200.0,20.0,1.0,0.589223719,0.072713395,,0.0,0.0,0
49740,66.0,0.0,3750.0,7.0,0.0,0.073313783,0.019747392,,0.0,0.0,0
49741,,0.0,13000.0,17.0,1.0,0.365510345,"0,92824127",0.0,0.0,0.0,0
49742,75.0,0.0,3662.0,1.0,0.0,0.0016380020000000002,0.009523356,,0.0,0.0,0
49743,56.0,0.0,4500.0,3.0,0.0,0.021772938999999998,0.002068906,0.0,0.0,0.0,0
49744,25.0,0.0,2600.0,5.0,0.0,0.332948866,0.6580683860000001,0.0,0.0,0.0,0
49745,48.0,1.0,12600.0,19.0,2.0,0.423934608,0.145230201,0.0,1.0,0.0,1
49746,71.0,0.0,3727.0,4.0,1.0,0.212178112,0.0,0.0,0.0,0.0,0
49747,42.0,0.0,3333.0,3.0,1.0,0.40281943600000003,0.9999998999999999,2.0,0.0,0.0,0
49748,87.0,0.0,,7.0,0.0,0.019047619,0.027004851,0.0,0.0,0.0,0
49749,50.0,1.0,4900.0,7.0,1.0,0.24831667,0.006316919,0.0,0.0,0.0,0
49750,50.0,0.0,4500.0,15.0,1.0,0.717396134,0.986977123,0.0,0.0,0.0,0
49751,44.0,2.0,1.0,6.0,0.0,1293.5,0.9744715890000001,0.0,0.0,0.0,1
49752,60.0,3.0,8700.0,6.0,,0.229054132,0.074012204,0.0,0.0,0.0,0
49753,34.0,,3500.0,2.0,0.0,0.022279349,0.07963395,0.0,0.0,0.0,0
49754,25.0,0.0,3500.0,3.0,0.0,,0.795068311,0.0,0.0,0.0,0
49755,56.0,,10516.0,11.0,1.0,0.163069316,0.022981977,0.0,,0.0,0
49756,22.0,0.0,,0.0,0.0,0.0,0.9999998999999999,98.0,98.0,98.0,0
49757,55.0,1.0,8650.0,7.0,1.0,0.209224367,0.29574227,0.0,0.0,0.0,0
49758,50.0,3.0,8641.0,19.0,3.0,0.434505901,0.10429087,0.0,0.0,0.0,1
49759,54.0,0.0,6000.0,7.0,2.0,0.317280453,0.9999998999999999,0.0,,,0
49760,70.0,0.0,3500.0,11.0,1.0,0.550414167,0.248526153,0.0,0.0,0.0,0
49761,37.0,1.0,3395.0,5.0,1.0,0.758244994,0.9999998999999999,0.0,2.0,0.0,0
49762,41.0,0.0,3600.0,5.0,1.0,0.33629547299999996,0.029185402000000003,,0.0,0.0,0
49763,,1.0,4182.0,5.0,0.0,0.076739182,"0,151739183",0.0,,0.0,0
49764,45.0,0.0,4200.0,7.0,4.0,0.982623185,0.000428541,0.0,0.0,0.0,0
49765,67.0,0.0,10500.0,16.0,0.0,,"0,027327572999999997",0.0,0.0,0.0,0
49766,63.0,0.0,10866.0,14.0,2.0,0.404159382,0.002109616,0.0,0.0,0.0,0
49767,74.0,0.0,5610.0,8.0,2.0,0.234539298,0.024760108,0.0,0.0,0.0,0
49768,41.0,0.0,5460.0,7.0,1.0,0.496429225,0.367493664,0.0,0.0,0.0,0
49769,25.0,2.0,4200.0,2.0,0.0,0.09069269199999999,0.20589705100000003,0.0,0.0,0.0,0
49770,41.0,2.0,3051.0,4.0,1.0,0.528833552,"0,878053049",0.0,0.0,0.0,0
49771,54.0,0.0,5400.0,4.0,0.0,0.162562488,0.988477288,,0.0,0.0,0
49772,37.0,,,4.0,3.0,0.10549680800000001,0.08639506300000001,0.0,0.0,0.0,0
49773,49.0,2.0,4500.0,11.0,2.0,0.9564541209999999,0.269583364,0.0,0.0,0.0,0
49774,55.0,0.0,2301.0,,2.0,0.7875760209999999,0.13614230800000002,0.0,0.0,0.0,0
49775,34.0,0.0,,10.0,0.0,0.43839169899999997,0.650447268,0.0,,0.0,0
49776,27.0,1.0,1500.0,4.0,1.0,1.178547635,0.221477852,0.0,0.0,0.0,0
49777,61.0,1.0,10000.0,14.0,0.0,0.00249975,,0.0,0.0,0.0,0
49778,71.0,0.0,6500.0,1.0,0.0,0.003230272,0.051981472,0.0,0.0,0.0,0
49779,63.0,0.0,,16.0,2.0,0.270115838,0.127245997,0.0,0.0,0.0,0
49780,53.0,2.0,3900.0,8.0,0.0,0.299666752,0.9999998999999999,0.0,0.0,0.0,0
49781,74.0,0.0,2900.0,2.0,1.0,0.429851775,0.23297670199999998,0.0,,0.0,0
49782,41.0,1.0,3000.0,10.0,0.0,0.253915362,0.0,0.0,0.0,0.0,0
49783,50.0,0.0,1588.0,0.0,0.0,0.0,"0,9999998999999999",1.0,0.0,1.0,1
49784,38.0,0.0,5250.0,10.0,0.0,0.365454199,0.997194522,0.0,0.0,0.0,0
49785,26.0,0.0,3000.0,0.0,0.0,0.016661113,0.9999998999999999,0.0,1.0,2.0,0
49786,36.0,2.0,2916.0,5.0,0.0,0.310935893,0.030586236,1.0,0.0,0.0,0
49787,51.0,0.0,1600.0,4.0,0.0,,"0,564996328",0.0,0.0,0.0,0
49788,53.0,1.0,5500.0,9.0,1.0,0.43246682399999997,"0,016183184",0.0,,0.0,0
49789,35.0,0.0,10800.0,8.0,0.0,0.10934172800000001,0.9999998999999999,2.0,,2.0,1
49790,51.0,2.0,,10.0,,1.050758895,"0,52233902",0.0,0.0,0.0,0
49791,41.0,3.0,10350.0,6.0,1.0,0.256303739,0.313682819,,0.0,0.0,0
49792,30.0,0.0,,11.0,0.0,0.25753604199999997,0.43775921799999995,0.0,0.0,,0
49793,74.0,0.0,3600.0,5.0,0.0,0.007775618000000001,0.037831757,0.0,0.0,0.0,0
49794,91.0,0.0,7081.0,3.0,0.0,0.001553234,0.010833022,0.0,0.0,0.0,0
49795,46.0,0.0,10000.0,7.0,1.0,0.106889311,0.128874845,0.0,0.0,0.0,0
49796,79.0,0.0,2200.0,5.0,0.0,0.019536573999999998,0.027241515,0.0,0.0,0.0,0
49797,40.0,0.0,4833.0,11.0,1.0,0.442076955,"0,525026422",1.0,,0.0,0
49798,29.0,0.0,2500.0,3.0,1.0,0.8336665329999999,0.033098345,0.0,0.0,0.0,0
49799,45.0,0.0,3680.0,,1.0,0.413746265,0.413400637,0.0,0.0,0.0,0
49800,42.0,2.0,3950.0,,1.0,0.398886358,"0,336169148",1.0,0.0,0.0,0
49801,55.0,1.0,3063.0,17.0,1.0,,0.030835397999999997,0.0,0.0,0.0,0
49802,69.0,,3339.0,18.0,2.0,0.958682635,0.217978645,0.0,0.0,0.0,0
49803,,1.0,,12.0,1.0,0.436235859,"0,0",0.0,0.0,0.0,0
49804,72.0,0.0,7000.0,4.0,1.0,0.062705328,,0.0,0.0,0.0,0
49805,48.0,2.0,9333.0,10.0,2.0,0.236768802,0.34977720100000004,0.0,0.0,0.0,0
49806,52.0,2.0,,6.0,3.0,0.48652384200000004,0.0,0.0,0.0,0.0,0
49807,47.0,0.0,7000.0,14.0,1.0,0.432795315,0.0,0.0,0.0,0.0,0
49808,69.0,1.0,8330.0,8.0,2.0,0.212579522,0.999297753,0.0,0.0,0.0,0
49809,,0.0,3750.0,5.0,1.0,,0.066663492,1.0,0.0,,0
49810,63.0,0.0,4497.0,,1.0,0.42752334399999997,0.490930125,0.0,0.0,0.0,0
49811,55.0,1.0,4001.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49812,61.0,1.0,,11.0,2.0,0.283516653,0.0,0.0,0.0,0.0,0
49813,80.0,1.0,8333.0,16.0,4.0,0.500719942,0.004157595,1.0,0.0,0.0,0
49814,66.0,0.0,7924.0,10.0,0.0,0.023217666,0.043641303,0.0,0.0,0.0,0
49815,47.0,0.0,4883.0,4.0,0.0,0.051801802,1.219269103,1.0,1.0,1.0,0
49816,,0.0,11000.0,10.0,1.0,,1.006815084,0.0,0.0,0.0,0
49817,79.0,0.0,3100.0,8.0,1.0,0.32054176100000004,0.053204815,0.0,0.0,0.0,0
49818,,0.0,2700.0,,1.0,0.19622362100000001,0.0,0.0,0.0,0.0,0
49819,,0.0,3161.0,3.0,0.0,0.130929791,0.9999998999999999,1.0,0.0,0.0,0
